Store,Date,Total_Produce_Sales
S0067,2013-01-01,157922.72
S0068,2013-01-01,366387.96
S0069,2013-01-01,260455.2
S0070,2013-01-01,288622.97
S0071,2013-01-01,312240.18
S0072,2013-01-01,316028.22
S0073,2013-01-01,320282.84
S0074,2013-01-01,172586.24
S0075,2013-01-01,238389.81
S0076,2013-01-01,194609.03
S0077,2013-01-01,241161.25
S0078,2013-01-01,202031.33
S0079,2013-01-01,181559.06
S0080,2013-01-01,93036.27
S0081,2013-01-01,142600.51
S0082,2013-01-01,321757.5
S0083,2013-01-01,187753.43
S0084,2013-01-01,174014.73
S0085,2013-01-01,197648
S0001,2013-02-01,162988.34
S0002,2013-02-01,131221.32
S0003,2013-02-01,295395.58
S0004,2013-02-01,225109.69
S0005,2013-02-01,282639.3
S0006,2013-02-01,256384.89
S0007,2013-02-01,264429.83
S0008,2013-02-01,270909.83
S0009,2013-02-01,259163.86
S0010,2013-02-01,210994.99
S0011,2013-02-01,169849.98
S0012,2013-02-01,375228.61
S0013,2013-02-01,330098.06
S0014,2013-02-01,236870.86
S0015,2013-02-01,232387.69
S0016,2013-02-01,170129.5
S0017,2013-02-01,288153.76
S0018,2013-02-01,215213.73
S0019,2013-02-01,153625.85
S0020,2013-02-01,189147.39
S0021,2013-02-01,224069.14
S0022,2013-02-01,181553.88
S0023,2013-02-01,149403.45
S0024,2013-02-01,200539.31
S0025,2013-02-01,264664.22
S0026,2013-02-01,184757.98
S0027,2013-02-01,268585.75
S0028,2013-02-01,148346.41
S0029,2013-02-01,260760.56
S0030,2013-02-01,223462.72
S0031,2013-02-01,183862.39
S0033,2013-02-01,300557.8
S0034,2013-02-01,286070.91
S0035,2013-02-01,135849.49
S0036,2013-02-01,137353.82
S0037,2013-02-01,279218.85
S0038,2013-02-01,173089.45
S0039,2013-02-01,125641.53
S0040,2013-02-01,379735.33
S0041,2013-02-01,212589.15
S0042,2013-02-01,287288.24
S0043,2013-02-01,227383.63
S0044,2013-02-01,282199.26
S0045,2013-02-01,358741.09
S0046,2013-02-01,365353.62
S0047,2013-02-01,361071.61
S0048,2013-02-01,288297.12
S0049,2013-02-01,202318.01
S0051,2013-02-01,255951.38
S0052,2013-02-01,499376.22
S0053,2013-02-01,200892.11
S0054,2013-02-01,424990.86
S0055,2013-02-01,310188.67
S0056,2013-02-01,180405.26
S0058,2013-02-01,231301.44
S0059,2013-02-01,270640.29
S0060,2013-02-01,242177.67
S0061,2013-02-01,325464.28
S0062,2013-02-01,215441.3
S0063,2013-02-01,222273
S0064,2013-02-01,225542.46
S0065,2013-02-01,309757.18
S0066,2013-02-01,238836.71
S0067,2013-02-01,156403.39
S0068,2013-02-01,354291.56
S0069,2013-02-01,244030.64
S0070,2013-02-01,277222.35
S0071,2013-02-01,313686.92
S0072,2013-02-01,318295.73
S0073,2013-02-01,309400.86
S0074,2013-02-01,166822.42
S0075,2013-02-01,277456.59
S0076,2013-02-01,188157.44
S0077,2013-02-01,230031.28
S0078,2013-02-01,188113.03
S0079,2013-02-01,177273.3
S0080,2013-02-01,86742.65
S0081,2013-02-01,135356.28
S0082,2013-02-01,299972.69
S0083,2013-02-01,180308.27
S0084,2013-02-01,168620.39
S0085,2013-02-01,191488.35
S0001,2013-03-01,196682.68
S0002,2013-03-01,154101.28
S0003,2013-03-01,337335
S0004,2013-03-01,258233.95
S0005,2013-03-01,319497.13
S0006,2013-03-01,295665.15
S0007,2013-03-01,296336.84
S0008,2013-03-01,302080.53
S0009,2013-03-01,309110.89
S0010,2013-03-01,239412.78
S0011,2013-03-01,197201.58
S0012,2013-03-01,430880.59
S0013,2013-03-01,340981.35
S0014,2013-03-01,267461.48
S0015,2013-03-01,261947.83
S0016,2013-03-01,190796.78
S0017,2013-03-01,327291.48
S0018,2013-03-01,251904.98
S0019,2013-03-01,186425.89
S0020,2013-03-01,210766.55
S0021,2013-03-01,249516.46
S0022,2013-03-01,221747.57
S0023,2013-03-01,171137.59
S0024,2013-03-01,234436.6
S0025,2013-03-01,314344.21
S0026,2013-03-01,208501.13
S0027,2013-03-01,305848.87
S0028,2013-03-01,170587.86
S0029,2013-03-01,299951.06
S0030,2013-03-01,298324.38
S0031,2013-03-01,220276.05
S0033,2013-03-01,346851.72
S0034,2013-03-01,318964.25
S0035,2013-03-01,158016.25
S0036,2013-03-01,167034.2
S0037,2013-03-01,290100.16
S0038,2013-03-01,198483.54
S0039,2013-03-01,132033.41
S0040,2013-03-01,428925.24
S0041,2013-03-01,216713.42
S0042,2013-03-01,332781.26
S0043,2013-03-01,260238.19
S0044,2013-03-01,319896.7
S0045,2013-03-01,399990.5
S0046,2013-03-01,409133.79
S0047,2013-03-01,395551.22
S0048,2013-03-01,338293.22
S0049,2013-03-01,228368.68
S0051,2013-03-01,298387.84
S0052,2013-03-01,537021.24
S0053,2013-03-01,238752.83
S0054,2013-03-01,505048.28
S0055,2013-03-01,371963.33
S0056,2013-03-01,210096.26
S0058,2013-03-01,269787.99
S0059,2013-03-01,315906.91
S0060,2013-03-01,280859.73
S0061,2013-03-01,380505.13
S0062,2013-03-01,250978.93
S0063,2013-03-01,252261.9
S0064,2013-03-01,256615.7
S0065,2013-03-01,357821.69
S0066,2013-03-01,277756.9
S0067,2013-03-01,189870.89
S0068,2013-03-01,390158.92
S0069,2013-03-01,286055.31
S0070,2013-03-01,319900.44
S0071,2013-03-01,357424
S0072,2013-03-01,376147.68
S0073,2013-03-01,360825.97
S0074,2013-03-01,191706.6
S0075,2013-03-01,322176.1
S0076,2013-03-01,214742.32
S0077,2013-03-01,261986.92
S0078,2013-03-01,209871.21
S0079,2013-03-01,209004.27
S0080,2013-03-01,102258.47
S0081,2013-03-01,154906.89
S0082,2013-03-01,340713.83
S0083,2013-03-01,203257.94
S0084,2013-03-01,194112.75
S0085,2013-03-01,218022.41
S0001,2013-04-01,183923.56
S0002,2013-04-01,139567.44
S0003,2013-04-01,305505.81
S0004,2013-04-01,247833.91
S0005,2013-04-01,329259.81
S0006,2013-04-01,279592.15
S0007,2013-04-01,276212.93
S0008,2013-04-01,274102.58
S0009,2013-04-01,295883.71
S0010,2013-04-01,228623.67
S0011,2013-04-01,181399.01
S0012,2013-04-01,405658.75
S0013,2013-04-01,307931.93
S0014,2013-04-01,279268.23
S0015,2013-04-01,264669.14
S0016,2013-04-01,180902.04
S0017,2013-04-01,335048.06
S0018,2013-04-01,237125.23
S0019,2013-04-01,184841.23
S0020,2013-04-01,201780.81
S0021,2013-04-01,242381.13
S0022,2013-04-01,200696.31
S0023,2013-04-01,157528
S0024,2013-04-01,228899.65
S0025,2013-04-01,304267.16
S0026,2013-04-01,202997.82
S0027,2013-04-01,313525.85
S0028,2013-04-01,163619.86
S0029,2013-04-01,276436.11
S0030,2013-04-01,276886.34
S0031,2013-04-01,207366.22
S0033,2013-04-01,304291.15
S0034,2013-04-01,300293.58
S0035,2013-04-01,145018.7
S0036,2013-04-01,166185.34
S0037,2013-04-01,284512.18
S0038,2013-04-01,182339.25
S0039,2013-04-01,121847.93
S0040,2013-04-01,405727.64
S0041,2013-04-01,199528.05
S0042,2013-04-01,314651.98
S0043,2013-04-01,254202.53
S0044,2013-04-01,291686.79
S0045,2013-04-01,405972.3
S0046,2013-04-01,391270.45
S0047,2013-04-01,366979.2
S0048,2013-04-01,314862.74
S0049,2013-04-01,228909.01
S0051,2013-04-01,290637.92
S0052,2013-04-01,581032.79
S0053,2013-04-01,223206.95
S0054,2013-04-01,471541.14
S0055,2013-04-01,356991.88
S0056,2013-04-01,204540.23
S0058,2013-04-01,257224.01
S0059,2013-04-01,290172.65
S0060,2013-04-01,277503.32
S0061,2013-04-01,350182.5
S0062,2013-04-01,252857.52
S0063,2013-04-01,228241.91
S0064,2013-04-01,234926.7
S0065,2013-04-01,329645.93
S0066,2013-04-01,255987.53
S0067,2013-04-01,193074.52
S0068,2013-04-01,376295.41
S0069,2013-04-01,279048.05
S0070,2013-04-01,319622.59
S0071,2013-04-01,318375.94
S0072,2013-04-01,340457.51
S0073,2013-04-01,355908.24
S0074,2013-04-01,176489.96
S0075,2013-04-01,289265.61
S0076,2013-04-01,199009.86
S0077,2013-04-01,257441.08
S0078,2013-04-01,208849.4
S0079,2013-04-01,195397.37
S0080,2013-04-01,96438.74
S0081,2013-04-01,146732.72
S0082,2013-04-01,306452.95
S0083,2013-04-01,191011.1
S0084,2013-04-01,178652.97
S0085,2013-04-01,200154.77
S0001,2013-05-01,199163.33
S0002,2013-05-01,152378.35
S0003,2013-05-01,323680.65
S0004,2013-05-01,257225.6
S0005,2013-05-01,379000.24
S0006,2013-05-01,301533.88
S0007,2013-05-01,296691.77
S0008,2013-05-01,293112.21
S0009,2013-05-01,328755.22
S0010,2013-05-01,247593.07
S0011,2013-05-01,193149.29
S0012,2013-05-01,435237.55
S0013,2013-05-01,324411.7
S0014,2013-05-01,283089.64
S0015,2013-05-01,273548.81
S0016,2013-05-01,188659.89
S0017,2013-05-01,346760.28
S0018,2013-05-01,253108.05
S0019,2013-05-01,195654.33
S0020,2013-05-01,220429.63
S0021,2013-05-01,255363.37
S0022,2013-05-01,217133
S0023,2013-05-01,170121.43
S0024,2013-05-01,239340.1
S0025,2013-05-01,318503.53
S0026,2013-05-01,210540.62
S0027,2013-05-01,261027.09
S0028,2013-05-01,174211.37
S0029,2013-05-01,277359.15
S0030,2013-05-01,278812.71
S0031,2013-05-01,214343.96
S0033,2013-05-01,314632.38
S0034,2013-05-01,314917.66
S0035,2013-05-01,151347.8
S0036,2013-05-01,170141.23
S0037,2013-05-01,286520.29
S0038,2013-05-01,194813.63
S0039,2013-05-01,122262.09
S0040,2013-05-01,414559.07
S0041,2013-05-01,203979.28
S0042,2013-05-01,334323.8
S0043,2013-05-01,258968.09
S0044,2013-05-01,318400.94
S0045,2013-05-01,412987.3
S0046,2013-05-01,411974.35
S0047,2013-05-01,390320.46
S0048,2013-05-01,327855.85
S0049,2013-05-01,237969.73
S0051,2013-05-01,317618.44
S0052,2013-05-01,585226.43
S0053,2013-05-01,234441.67
S0054,2013-05-01,496345.92
S0055,2013-05-01,382812.88
S0056,2013-05-01,222413.37
S0057,2013-05-01,280644.72
S0058,2013-05-01,273705.53
S0059,2013-05-01,302028.27
S0060,2013-05-01,293469.82
S0061,2013-05-01,371356.94
S0062,2013-05-01,271329.65
S0063,2013-05-01,247291.37
S0064,2013-05-01,254076.27
S0065,2013-05-01,354425.13
S0066,2013-05-01,267471.21
S0067,2013-05-01,202887.01
S0068,2013-05-01,392399.84
S0069,2013-05-01,288906.01
S0070,2013-05-01,339191.06
S0071,2013-05-01,333688.1
S0072,2013-05-01,350178.66
S0073,2013-05-01,370005.44
S0074,2013-05-01,184788.81
S0075,2013-05-01,290118.64
S0076,2013-05-01,199313.46
S0077,2013-05-01,281706.7
S0078,2013-05-01,226385.62
S0079,2013-05-01,205461.88
S0080,2013-05-01,104375.61
S0081,2013-05-01,157962.51
S0082,2013-05-01,323732.22
S0083,2013-05-01,208759.86
S0084,2013-05-01,189640.03
S0085,2013-05-01,220079.55
S0001,2013-06-01,215567.34
S0002,2013-06-01,164978.69
S0003,2013-06-01,347987.66
S0004,2013-06-01,278541.88
S0005,2013-06-01,405740.33
S0006,2013-06-01,333316.4
S0007,2013-06-01,320928.42
S0008,2013-06-01,308477.03
S0009,2013-06-01,365335.05
S0010,2013-06-01,256007.62
S0011,2013-06-01,206907.12
S0012,2013-06-01,457680.13
S0013,2013-06-01,345943.01
S0014,2013-06-01,308934.19
S0015,2013-06-01,298704.79
S0016,2013-06-01,202345.69
S0017,2013-06-01,371771.85
S0018,2013-06-01,264080.28
S0019,2013-06-01,210624.45
S0020,2013-06-01,230968.83
S0021,2013-06-01,274883.5
S0022,2013-06-01,242288.56
S0023,2013-06-01,185245.71
S0024,2013-06-01,259282.5
S0025,2013-06-01,360922.84
S0026,2013-06-01,227247.8
S0027,2013-06-01,324403.01
S0028,2013-06-01,185695.3
S0029,2013-06-01,302544.79
S0030,2013-06-01,293578.83
S0031,2013-06-01,233852.46
S0033,2013-06-01,343278.65
S0034,2013-06-01,342368.4
S0035,2013-06-01,164604.33
S0036,2013-06-01,189324.08
S0037,2013-06-01,291059.76
S0038,2013-06-01,213477.85
S0039,2013-06-01,136479.4
S0040,2013-06-01,427848.69
S0041,2013-06-01,223325.52
S0042,2013-06-01,360392.62
S0043,2013-06-01,275983.53
S0044,2013-06-01,350940.34
S0045,2013-06-01,434747.81
S0046,2013-06-01,435962.35
S0047,2013-06-01,418358.72
S0048,2013-06-01,369148.72
S0049,2013-06-01,256292.08
S0051,2013-06-01,333054.3
S0052,2013-06-01,631736.8
S0053,2013-06-01,261347.38
S0054,2013-06-01,531351.09
S0055,2013-06-01,413538.77
S0056,2013-06-01,225480.08
S0057,2013-06-01,360358.18
S0058,2013-06-01,292262.32
S0059,2013-06-01,313203.62
S0060,2013-06-01,291030.25
S0061,2013-06-01,396439.53
S0062,2013-06-01,293156.01
S0063,2013-06-01,263024.7
S0064,2013-06-01,261348.14
S0065,2013-06-01,383892.35
S0066,2013-06-01,290194.85
S0067,2013-06-01,215223.64
S0068,2013-06-01,435581.66
S0069,2013-06-01,316958.47
S0070,2013-06-01,366778.97
S0071,2013-06-01,360556.67
S0072,2013-06-01,363099.05
S0073,2013-06-01,400644.8
S0074,2013-06-01,196663.47
S0075,2013-06-01,276899.62
S0076,2013-06-01,205660.23
S0077,2013-06-01,299487.7
S0078,2013-06-01,240889.76
S0079,2013-06-01,225611.64
S0080,2013-06-01,110301.86
S0081,2013-06-01,167398.93
S0082,2013-06-01,347457.07
S0083,2013-06-01,223039.44
S0084,2013-06-01,205887.05
S0085,2013-06-01,237468.89
S0001,2013-07-01,235252.47
S0002,2013-07-01,180168.14
S0003,2013-07-01,380577.1
S0004,2013-07-01,298469.3
S0005,2013-07-01,427490.57
S0006,2013-07-01,372099.35
S0007,2013-07-01,354541.46
S0008,2013-07-01,335832.13
S0009,2013-07-01,385666.14
S0010,2013-07-01,275121.12
S0011,2013-07-01,228880.83
S0012,2013-07-01,488063.68
S0013,2013-07-01,374599.86
S0014,2013-07-01,331134.89
S0015,2013-07-01,316678.71
S0016,2013-07-01,224250
S0017,2013-07-01,410985.33
S0018,2013-07-01,288499.12
S0019,2013-07-01,221801.91
S0020,2013-07-01,252947.91
S0021,2013-07-01,304036.71
S0022,2013-07-01,259990.73
S0023,2013-07-01,199263.24
S0024,2013-07-01,278912.14
S0025,2013-07-01,375291.54
S0026,2013-07-01,243168.17
S0027,2013-07-01,348622.43
S0028,2013-07-01,196924.4
S0029,2013-07-01,327458.25
S0030,2013-07-01,311148.52
S0031,2013-07-01,251797.18
S0033,2013-07-01,363211.63
S0034,2013-07-01,368987.04
S0035,2013-07-01,183332.86
S0036,2013-07-01,205748.21
S0037,2013-07-01,317649.02
S0038,2013-07-01,235366.58
S0039,2013-07-01,151974.98
S0040,2013-07-01,454410.95
S0041,2013-07-01,246870.79
S0042,2013-07-01,391605.98
S0043,2013-07-01,303131.32
S0044,2013-07-01,375227.76
S0045,2013-07-01,476491.52
S0046,2013-07-01,489108.21
S0047,2013-07-01,448614.5
S0048,2013-07-01,405219.24
S0049,2013-07-01,277887
S0051,2013-07-01,353613.84
S0052,2013-07-01,662936.69
S0053,2013-07-01,284786.81
S0054,2013-07-01,564254.74
S0055,2013-07-01,449881.16
S0056,2013-07-01,255923.22
S0057,2013-07-01,372435.63
S0058,2013-07-01,316744.31
S0059,2013-07-01,343636.71
S0060,2013-07-01,299320.89
S0061,2013-07-01,440297.57
S0062,2013-07-01,316453.51
S0063,2013-07-01,282412.54
S0064,2013-07-01,272550.01
S0065,2013-07-01,430140.13
S0066,2013-07-01,316322.01
S0067,2013-07-01,242307.56
S0068,2013-07-01,470607.23
S0069,2013-07-01,342211.24
S0070,2013-07-01,394133.4
S0071,2013-07-01,381427.6
S0072,2013-07-01,404999.59
S0073,2013-07-01,445329.58
S0074,2013-07-01,217993.56
S0075,2013-07-01,322370.15
S0076,2013-07-01,219597.31
S0077,2013-07-01,309589.75
S0078,2013-07-01,267356.52
S0079,2013-07-01,238890.53
S0080,2013-07-01,121556.55
S0081,2013-07-01,181236.58
S0082,2013-07-01,380880.26
S0083,2013-07-01,243798.19
S0084,2013-07-01,224761.79
S0085,2013-07-01,257837.48
S0001,2013-08-01,185553.61
S0002,2013-08-01,147482.11
S0003,2013-08-01,316214.97
S0004,2013-08-01,243710.76
S0005,2013-08-01,366382.59
S0006,2013-08-01,290168.4
S0007,2013-08-01,310261.4
S0008,2013-08-01,304280.31
S0009,2013-08-01,327057.15
S0010,2013-08-01,229299.59
S0011,2013-08-01,178224.09
S0012,2013-08-01,428274.02
S0013,2013-08-01,321760.75
S0014,2013-08-01,273419.76
S0015,2013-08-01,272481.97
S0016,2013-08-01,182967.11
S0017,2013-08-01,361946.02
S0018,2013-08-01,237369.36
S0019,2013-08-01,182442.13
S0020,2013-08-01,212775.14
S0021,2013-08-01,267013.13
S0022,2013-08-01,203557
S0023,2013-08-01,175059.59
S0024,2013-08-01,229336.16
S0025,2013-08-01,308786.79
S0026,2013-08-01,203469.76
S0027,2013-08-01,310131.31
S0028,2013-08-01,164619.12
S0029,2013-08-01,263637.94
S0030,2013-08-01,261940.14
S0031,2013-08-01,209438.55
S0033,2013-08-01,319481.93
S0034,2013-08-01,308609.62
S0035,2013-08-01,149005.56
S0036,2013-08-01,169609.26
S0037,2013-08-01,264916.88
S0038,2013-08-01,200786.96
S0039,2013-08-01,128749.83
S0040,2013-08-01,404169.31
S0041,2013-08-01,204748.84
S0042,2013-08-01,326301.88
S0043,2013-08-01,255797.81
S0044,2013-08-01,327814.01
S0045,2013-08-01,411565.84
S0046,2013-08-01,422482.4
S0047,2013-08-01,382061.59
S0048,2013-08-01,346023.78
S0049,2013-08-01,245186.94
S0051,2013-08-01,295997.63
S0052,2013-08-01,567786.67
S0053,2013-08-01,240178.18
S0054,2013-08-01,488153.76
S0055,2013-08-01,368312.23
S0056,2013-08-01,227548.51
S0057,2013-08-01,298226.54
S0058,2013-08-01,266400.74
S0059,2013-08-01,290122.49
S0060,2013-08-01,251993.31
S0061,2013-08-01,357014.55
S0062,2013-08-01,256189.21
S0063,2013-08-01,250687.03
S0064,2013-08-01,223240.74
S0065,2013-08-01,357655.13
S0066,2013-08-01,266448.92
S0067,2013-08-01,194981.61
S0068,2013-08-01,404436.11
S0069,2013-08-01,293078.55
S0070,2013-08-01,325976.62
S0071,2013-08-01,312857.35
S0072,2013-08-01,336414.29
S0073,2013-08-01,370331.7
S0074,2013-08-01,184340.18
S0075,2013-08-01,274278.46
S0076,2013-08-01,190815.92
S0077,2013-08-01,262253.66
S0078,2013-08-01,233858.87
S0079,2013-08-01,201688.99
S0080,2013-08-01,93116.5
S0081,2013-08-01,148303.99
S0082,2013-08-01,316343.14
S0083,2013-08-01,204890.19
S0084,2013-08-01,187440.75
S0085,2013-08-01,222481.32
S0001,2013-09-01,178775.18
S0002,2013-09-01,140954.89
S0003,2013-09-01,299526.17
S0004,2013-09-01,235322.97
S0005,2013-09-01,343406.83
S0006,2013-09-01,271283.07
S0007,2013-09-01,277512.46
S0008,2013-09-01,294771.91
S0009,2013-09-01,307252.91
S0010,2013-09-01,210580.66
S0011,2013-09-01,169593.22
S0012,2013-09-01,401523.96
S0013,2013-09-01,300572.24
S0014,2013-09-01,263746.48
S0015,2013-09-01,259846.15
S0016,2013-09-01,174740.48
S0017,2013-09-01,342155.07
S0018,2013-09-01,223584.87
S0019,2013-09-01,161692.09
S0020,2013-09-01,200220.71
S0021,2013-09-01,244895.55
S0022,2013-09-01,199899.75
S0023,2013-09-01,162350.78
S0024,2013-09-01,220585.73
S0025,2013-09-01,283453.99
S0026,2013-09-01,196452.56
S0027,2013-09-01,292285.5
S0028,2013-09-01,156008.05
S0029,2013-09-01,254488.99
S0030,2013-09-01,241770.13
S0031,2013-09-01,205877.22
S0033,2013-09-01,295070.29
S0034,2013-09-01,281052.49
S0035,2013-09-01,137757.89
S0036,2013-09-01,146235.13
S0037,2013-09-01,242652.13
S0038,2013-09-01,186393.88
S0039,2013-09-01,118099.43
S0040,2013-09-01,370976.07
S0041,2013-09-01,193773.74
S0042,2013-09-01,302732.03
S0043,2013-09-01,246072.63
S0044,2013-09-01,295093.65
S0045,2013-09-01,399235.25
S0046,2013-09-01,412033.72
S0047,2013-09-01,368280.7
S0048,2013-09-01,325619.88
S0049,2013-09-01,231106.73
S0050,2013-09-01,137809.43
S0051,2013-09-01,285313.05
S0052,2013-09-01,549866.21
S0053,2013-09-01,213273.62
S0054,2013-09-01,457070.89
S0055,2013-09-01,326944.69
S0056,2013-09-01,208166.52
S0057,2013-09-01,277676
S0058,2013-09-01,251187.53
S0059,2013-09-01,273853.43
S0060,2013-09-01,236843.08
S0061,2013-09-01,342721.98
S0062,2013-09-01,228608.71
S0063,2013-09-01,238184.5
S0064,2013-09-01,209667.02
S0065,2013-09-01,338831.31
S0066,2013-09-01,248057.63
S0067,2013-09-01,227954.47
S0068,2013-09-01,374149.56
S0069,2013-09-01,273703.82
S0070,2013-09-01,309463.24
S0071,2013-09-01,288704.94
S0072,2013-09-01,332404.9
S0073,2013-09-01,346729.33
S0074,2013-09-01,170033.09
S0075,2013-09-01,261996.94
S0076,2013-09-01,178805.87
S0077,2013-09-01,244797.32
S0078,2013-09-01,202649.27
S0079,2013-09-01,196322.39
S0080,2013-09-01,95794.07
S0081,2013-09-01,140516.67
S0082,2013-09-01,283957.89
S0083,2013-09-01,197091.72
S0084,2013-09-01,173147.79
S0085,2013-09-01,211650.65
S0001,2013-10-01,158301.6
S0002,2013-10-01,129536.48
S0003,2013-10-01,262368.93
S0004,2013-10-01,206046.89
S0005,2013-10-01,260572.97
S0006,2013-10-01,241036.88
S0007,2013-10-01,239976.86
S0008,2013-10-01,261945.91
S0009,2013-10-01,271274.83
S0010,2013-10-01,194018.04
S0011,2013-10-01,154727.49
S0012,2013-10-01,346478.15
S0013,2013-10-01,258089.64
S0014,2013-10-01,229814.77
S0015,2013-10-01,232280.54
S0016,2013-10-01,154397.96
S0017,2013-10-01,299224.71
S0018,2013-10-01,203442.08
S0019,2013-10-01,138942.8
S0020,2013-10-01,182965.29
S0021,2013-10-01,207795.44
S0022,2013-10-01,177199.02
S0023,2013-10-01,145388.08
S0024,2013-10-01,197162.42
S0025,2013-10-01,256788.83
S0026,2013-10-01,184857.79
S0027,2013-10-01,242405.03
S0028,2013-10-01,140432.21
S0029,2013-10-01,220971.83
S0030,2013-10-01,208072.48
S0031,2013-10-01,179861.36
S0033,2013-10-01,264944.75
S0034,2013-10-01,257323.75
S0035,2013-10-01,124250.93
S0036,2013-10-01,127337.5
S0037,2013-10-01,218829.79
S0038,2013-10-01,164099.85
S0039,2013-10-01,110627
S0040,2013-10-01,319594.52
S0041,2013-10-01,169689.26
S0042,2013-10-01,272882.64
S0043,2013-10-01,228009.84
S0044,2013-10-01,275821.6
S0045,2013-10-01,340402.14
S0046,2013-10-01,347226.79
S0047,2013-10-01,323367.96
S0048,2013-10-01,287569.41
S0049,2013-10-01,201087.89
S0050,2013-10-01,496223.08
S0051,2013-10-01,256670.14
S0052,2013-10-01,478432.89
S0053,2013-10-01,193388.52
S0054,2013-10-01,413106.37
S0055,2013-10-01,293654.67
S0056,2013-10-01,183239.51
S0057,2013-10-01,234982.26
S0058,2013-10-01,217502.69
S0059,2013-10-01,247838.69
S0060,2013-10-01,226829.56
S0061,2013-10-01,309452.71
S0062,2013-10-01,207524.68
S0063,2013-10-01,218834.62
S0064,2013-10-01,172835.93
S0065,2013-10-01,299263.42
S0066,2013-10-01,216173.37
S0067,2013-10-01,198434.3
S0068,2013-10-01,341223.87
S0069,2013-10-01,248188.29
S0070,2013-10-01,278165.94
S0071,2013-10-01,247161.58
S0072,2013-10-01,289321.29
S0073,2013-10-01,311293.88
S0074,2013-10-01,150464.33
S0075,2013-10-01,236322.12
S0076,2013-10-01,171799.87
S0077,2013-10-01,215433.91
S0078,2013-10-01,169310.1
S0079,2013-10-01,169080.28
S0080,2013-10-01,81987.14
S0081,2013-10-01,131185.77
S0082,2013-10-01,253071.54
S0083,2013-10-01,179209.84
S0084,2013-10-01,154984.41
S0085,2013-10-01,184543.59
S0001,2013-11-01,171555.56
S0002,2013-11-01,134687.38
S0003,2013-11-01,295597.18
S0004,2013-11-01,226589.57
S0005,2013-11-01,285988.15
S0006,2013-11-01,257594.56
S0007,2013-11-01,250758.97
S0008,2013-11-01,272610.09
S0009,2013-11-01,298918.38
S0010,2013-11-01,207275.42
S0011,2013-11-01,171374.94
S0012,2013-11-01,380669.78
S0013,2013-11-01,280673.7
S0014,2013-11-01,234813.2
S0015,2013-11-01,243149.54
S0016,2013-11-01,155503.4
S0017,2013-11-01,313454.39
S0018,2013-11-01,208562.39
S0019,2013-11-01,145863.6
S0020,2013-11-01,191067.14
S0021,2013-11-01,204747.72
S0022,2013-11-01,188702.79
S0023,2013-11-01,149626.4
S0024,2013-11-01,207736.49
S0025,2013-11-01,266146.02
S0026,2013-11-01,180758.03
S0027,2013-11-01,267208.99
S0028,2013-11-01,143042.68
S0029,2013-11-01,249337.9
S0030,2013-11-01,236147.23
S0031,2013-11-01,188949.57
S0033,2013-11-01,286874.19
S0034,2013-11-01,275133.23
S0035,2013-11-01,128134.97
S0036,2013-11-01,130651.38
S0037,2013-11-01,241559.07
S0038,2013-11-01,175658.04
S0039,2013-11-01,118819.49
S0040,2013-11-01,347007.75
S0041,2013-11-01,174965.94
S0042,2013-11-01,292649.25
S0043,2013-11-01,220560.83
S0044,2013-11-01,304665.44
S0045,2013-11-01,360863.19
S0046,2013-11-01,382321.94
S0047,2013-11-01,340087.95
S0048,2013-11-01,276733.23
S0049,2013-11-01,202352.9
S0050,2013-11-01,449532.86
S0051,2013-11-01,274379.94
S0052,2013-11-01,501728.18
S0053,2013-11-01,211210.07
S0054,2013-11-01,427828.02
S0055,2013-11-01,319724.48
S0056,2013-11-01,195366.35
S0057,2013-11-01,258960.72
S0058,2013-11-01,229831.37
S0059,2013-11-01,267621.76
S0060,2013-11-01,254864.51
S0061,2013-11-01,344593.56
S0062,2013-11-01,224029.36
S0063,2013-11-01,216490.94
S0064,2013-11-01,183674.27
S0065,2013-11-01,319523.49
S0066,2013-11-01,232669.83
S0067,2013-11-01,207266.92
S0068,2013-11-01,355205.11
S0069,2013-11-01,266744.64
S0070,2013-11-01,298653.81
S0071,2013-11-01,276799.11
S0072,2013-11-01,331832.53
S0073,2013-11-01,331718.89
S0074,2013-11-01,155968.37
S0075,2013-11-01,270080.65
S0076,2013-11-01,187030.73
S0077,2013-11-01,229906.23
S0078,2013-11-01,178675.89
S0079,2013-11-01,182045.39
S0080,2013-11-01,85385.75
S0081,2013-11-01,132875.74
S0082,2013-11-01,284769.14
S0083,2013-11-01,177309.57
S0084,2013-11-01,159569.04
S0085,2013-11-01,197756.32
S0001,2013-12-01,195937.69
S0002,2013-12-01,140576.89
S0003,2013-12-01,323623.33
S0004,2013-12-01,267935.79
S0005,2013-12-01,280606.98
S0006,2013-12-01,292080.08
S0007,2013-12-01,259454.18
S0008,2013-12-01,272726.49
S0009,2013-12-01,326661.75
S0010,2013-12-01,211498.67
S0011,2013-12-01,195417.38
S0012,2013-12-01,416060.02
S0013,2013-12-01,307692.68
S0014,2013-12-01,248595.68
S0015,2013-12-01,262661.71
S0016,2013-12-01,174200.46
S0017,2013-12-01,293834.71
S0018,2013-12-01,222893.49
S0019,2013-12-01,156973.23
S0020,2013-12-01,198314.97
S0021,2013-12-01,213211.56
S0022,2013-12-01,202683.65
S0023,2013-12-01,154508.98
S0024,2013-12-01,213022.27
S0025,2013-12-01,280128.93
S0026,2013-12-01,190823.3
