Store,Date,Total_Produce_Sales
S0027,2013-12-01,260870.38
S0028,2013-12-01,150996.8
S0029,2013-12-01,285124.94
S0030,2013-12-01,274970.34
S0031,2013-12-01,206460.3
S0032,2013-12-01,198663.8
S0033,2013-12-01,291307.5
S0034,2013-12-01,285175.68
S0035,2013-12-01,137031.44
S0036,2013-12-01,136266.28
S0037,2013-12-01,267697.53
S0038,2013-12-01,167438.53
S0039,2013-12-01,131379.41
S0040,2013-12-01,363783.55
S0041,2013-12-01,186650.7
S0042,2013-12-01,327547.91
S0043,2013-12-01,245565.97
S0044,2013-12-01,328121.28
S0045,2013-12-01,350934.05
S0046,2013-12-01,392615.62
S0047,2013-12-01,357718.43
S0048,2013-12-01,277617.38
S0049,2013-12-01,185989.76
S0050,2013-12-01,427762.77
S0051,2013-12-01,281454.35
S0052,2013-12-01,493993.64
S0053,2013-12-01,231532.95
S0054,2013-12-01,374511.33
S0055,2013-12-01,344779.92
S0056,2013-12-01,191475.12
S0057,2013-12-01,271986.47
S0058,2013-12-01,248565.32
S0059,2013-12-01,293310.51
S0060,2013-12-01,270333.71
S0061,2013-12-01,379447.57
S0062,2013-12-01,232552.22
S0063,2013-12-01,218153.28
S0064,2013-12-01,212680.84
S0065,2013-12-01,327668.43
S0066,2013-12-01,240109.38
S0067,2013-12-01,225967.84
S0068,2013-12-01,370036.57
S0069,2013-12-01,271288.68
S0070,2013-12-01,314688.04
S0071,2013-12-01,296381.41
S0072,2013-12-01,363337.89
S0073,2013-12-01,355946.69
S0074,2013-12-01,164883.19
S0075,2013-12-01,300095.66
S0076,2013-12-01,195819.43
S0077,2013-12-01,229195.48
S0078,2013-12-01,182691.59
S0079,2013-12-01,202236.35
S0080,2013-12-01,88547.99
S0081,2013-12-01,142315.44
S0082,2013-12-01,302130.29
S0083,2013-12-01,177506.65
S0084,2013-12-01,165011.92
S0085,2013-12-01,215255.3
S0001,2014-01-01,186961.02
S0002,2014-01-01,141978.18
S0003,2014-01-01,330795.78
S0004,2014-01-01,275142.85
S0005,2014-01-01,327350.94
S0006,2014-01-01,272299.61
S0007,2014-01-01,269262.49
S0008,2014-01-01,308351.73
S0009,2014-01-01,356052.04
S0010,2014-01-01,217942.79
S0011,2014-01-01,185923.65
S0012,2014-01-01,359026.27
S0013,2014-01-01,302704.5
S0014,2014-01-01,271270.46
S0015,2014-01-01,357243.12
S0016,2014-01-01,170858.12
S0017,2014-01-01,323449.46
S0018,2014-01-01,206161.56
S0019,2014-01-01,151602.61
S0020,2014-01-01,216897.18
S0021,2014-01-01,279220.11
S0022,2014-01-01,231691.1
S0023,2014-01-01,167499.75
S0024,2014-01-01,221835.3
S0025,2014-01-01,283958.36
S0026,2014-01-01,196744.47
S0027,2014-01-01,287110.41
S0028,2014-01-01,172905.22
S0029,2014-01-01,267084.16
S0030,2014-01-01,292145.45
S0031,2014-01-01,213998.97
S0032,2014-01-01,198319.34
S0033,2014-01-01,310537.57
S0034,2014-01-01,284714.74
S0035,2014-01-01,129026.9
S0036,2014-01-01,143771.92
S0037,2014-01-01,297846.46
S0038,2014-01-01,174784.91
S0039,2014-01-01,173864.04
S0040,2014-01-01,367231.15
S0041,2014-01-01,209206.19
S0042,2014-01-01,317598.92
S0043,2014-01-01,255807.17
S0044,2014-01-01,320334.89
S0045,2014-01-01,306056.76
S0046,2014-01-01,389700.87
S0047,2014-01-01,375709.8
S0048,2014-01-01,278980.4
S0049,2014-01-01,189132.49
S0050,2014-01-01,544131.49
S0051,2014-01-01,333606.04
S0052,2014-01-01,514625.07
S0053,2014-01-01,223869.74
S0054,2014-01-01,342909.82
S0055,2014-01-01,382265.93
S0056,2014-01-01,213006.06
S0057,2014-01-01,303772.47
S0058,2014-01-01,236404.79
S0059,2014-01-01,313251.78
S0060,2014-01-01,293039.32
S0061,2014-01-01,365474.7
S0062,2014-01-01,226176.67
S0063,2014-01-01,197573.68
S0064,2014-01-01,237236.14
S0065,2014-01-01,350283.2
S0066,2014-01-01,252483.96
S0067,2014-01-01,246492.42
S0068,2014-01-01,393217.72
S0069,2014-01-01,255275.19
S0070,2014-01-01,329503.69
S0071,2014-01-01,251044.22
S0072,2014-01-01,350481.65
S0073,2014-01-01,404037.26
S0074,2014-01-01,148613.02
S0075,2014-01-01,282365.03
S0076,2014-01-01,215376.3
S0077,2014-01-01,286770.49
S0078,2014-01-01,181369.98
S0079,2014-01-01,184214.22
S0080,2014-01-01,85362.31
S0081,2014-01-01,148724.1
S0082,2014-01-01,285540.05
S0083,2014-01-01,188415.41
S0084,2014-01-01,187747.69
S0085,2014-01-01,221704.59
S0001,2014-02-01,176289.94
S0002,2014-02-01,130062.1
S0003,2014-02-01,297150.36
S0004,2014-02-01,339475.98
S0005,2014-02-01,321168.88
S0006,2014-02-01,266930.56
S0007,2014-02-01,246373.97
S0008,2014-02-01,304964.71
S0009,2014-02-01,365502.82
S0010,2014-02-01,197494.7
S0011,2014-02-01,166759.99
S0012,2014-02-01,341926.91
S0013,2014-02-01,267627.27
S0014,2014-02-01,258905.26
S0015,2014-02-01,355933.76
S0016,2014-02-01,157254.25
S0017,2014-02-01,305705.41
S0018,2014-02-01,197664.87
S0019,2014-02-01,143516.45
S0020,2014-02-01,207519.92
S0021,2014-02-01,275714
S0022,2014-02-01,214387.21
S0023,2014-02-01,154597.38
S0024,2014-02-01,223714.41
S0025,2014-02-01,259326.43
S0026,2014-02-01,188151.72
S0027,2014-02-01,281735.84
S0028,2014-02-01,158240.35
S0029,2014-02-01,256721.87
S0030,2014-02-01,209988.64
S0031,2014-02-01,202313.57
S0032,2014-02-01,191559.94
S0033,2014-02-01,306390.56
S0034,2014-02-01,276331.81
S0035,2014-02-01,126373.06
S0036,2014-02-01,131902.33
S0037,2014-02-01,292127.72
S0038,2014-02-01,169070.44
S0039,2014-02-01,152713.63
S0040,2014-02-01,343403.5
S0041,2014-02-01,199956.63
S0042,2014-02-01,313440.05
S0043,2014-02-01,239905.08
S0044,2014-02-01,300816.76
S0045,2014-02-01,306485.92
S0046,2014-02-01,375011.87
S0047,2014-02-01,377274.01
S0048,2014-02-01,272125.32
S0049,2014-02-01,182874.44
S0050,2014-02-01,527680.64
S0051,2014-02-01,317366.55
S0052,2014-02-01,505310.47
S0053,2014-02-01,197313.13
S0054,2014-02-01,325908.6
S0055,2014-02-01,368259.77
S0056,2014-02-01,191320.97
S0057,2014-02-01,292655.67
S0058,2014-02-01,239949.49
S0059,2014-02-01,282994.03
S0060,2014-02-01,212527.1
S0061,2014-02-01,328854.99
S0062,2014-02-01,223034.61
S0063,2014-02-01,180090.47
S0064,2014-02-01,227428.09
S0065,2014-02-01,330444.55
S0066,2014-02-01,235284.97
S0067,2014-02-01,230517.41
S0068,2014-02-01,375001.8
S0069,2014-02-01,224831.12
S0070,2014-02-01,326210.38
S0071,2014-02-01,231386.59
S0072,2014-02-01,278786.79
S0073,2014-02-01,336980.05
S0074,2014-02-01,143712.03
S0075,2014-02-01,262859.79
S0076,2014-02-01,213522.4
S0077,2014-02-01,273303.38
S0078,2014-02-01,166700.48
S0079,2014-02-01,169544.65
S0080,2014-02-01,82712.53
S0081,2014-02-01,83081.47
S0082,2014-02-01,270576.96
S0083,2014-02-01,185474.09
S0084,2014-02-01,185606.06
S0085,2014-02-01,204298.44
S0001,2014-03-01,202253.56
S0002,2014-03-01,146359.8
S0003,2014-03-01,316352.19
S0004,2014-03-01,321344.2
S0005,2014-03-01,354534.88
S0006,2014-03-01,302455.81
S0007,2014-03-01,278858.35
S0008,2014-03-01,328786.7
S0009,2014-03-01,406435.93
S0010,2014-03-01,220793.27
S0011,2014-03-01,180643.79
S0012,2014-03-01,382463.24
S0013,2014-03-01,296335.13
S0014,2014-03-01,286540.74
S0015,2014-03-01,387395.94
S0016,2014-03-01,177000.48
S0017,2014-03-01,350615.05
S0018,2014-03-01,226334.41
S0019,2014-03-01,150644
S0020,2014-03-01,228755.94
S0021,2014-03-01,298768.21
S0022,2014-03-01,244473.1
S0023,2014-03-01,168266.21
S0024,2014-03-01,250889.6
S0025,2014-03-01,289751.71
S0026,2014-03-01,199895.93
S0027,2014-03-01,307887.14
S0028,2014-03-01,180680.15
S0029,2014-03-01,281936.85
S0030,2014-03-01,219850.56
S0031,2014-03-01,222208.46
S0032,2014-03-01,212481.65
S0033,2014-03-01,337678.12
S0034,2014-03-01,308803.35
S0035,2014-03-01,140473.18
S0036,2014-03-01,149298.36
S0037,2014-03-01,323233.81
S0038,2014-03-01,186667.74
S0039,2014-03-01,175474.06
S0040,2014-03-01,384335.14
S0041,2014-03-01,218634.01
S0042,2014-03-01,338519.08
S0043,2014-03-01,264813.57
S0044,2014-03-01,320349.52
S0045,2014-03-01,326310.19
S0046,2014-03-01,400633.74
S0047,2014-03-01,424348.2
S0048,2014-03-01,300434.26
S0049,2014-03-01,200980.34
S0050,2014-03-01,574033.12
S0051,2014-03-01,354128.67
S0052,2014-03-01,550535.29
S0053,2014-03-01,224314.63
S0054,2014-03-01,358776.78
S0055,2014-03-01,409016.2
S0056,2014-03-01,201617.19
S0057,2014-03-01,310348.92
S0058,2014-03-01,261636.99
S0059,2014-03-01,305551.53
S0060,2014-03-01,244672.6
S0061,2014-03-01,367887.92
S0062,2014-03-01,239327.69
S0063,2014-03-01,201492.92
S0064,2014-03-01,252484.82
S0065,2014-03-01,359585.7
S0066,2014-03-01,249936.71
S0067,2014-03-01,255112.04
S0068,2014-03-01,406907.37
S0069,2014-03-01,217353.78
S0070,2014-03-01,360426.16
S0071,2014-03-01,250435.99
S0072,2014-03-01,301153.92
S0073,2014-03-01,380300.92
S0074,2014-03-01,163138.96
S0075,2014-03-01,288649.77
S0076,2014-03-01,236000.78
S0077,2014-03-01,292704.66
S0078,2014-03-01,188418.65
S0079,2014-03-01,186019.58
S0080,2014-03-01,89561.59
S0082,2014-03-01,302091.21
S0083,2014-03-01,205499.21
S0084,2014-03-01,211952.91
S0085,2014-03-01,223113.79
S0001,2014-04-01,189098.1
S0002,2014-04-01,137803.87
S0003,2014-04-01,277472.3
S0004,2014-04-01,305288.81
S0005,2014-04-01,343982.96
S0006,2014-04-01,278369.58
S0007,2014-04-01,267305.04
S0008,2014-04-01,313410.97
S0009,2014-04-01,385989.2
S0010,2014-04-01,209409.58
S0011,2014-04-01,171234.29
S0012,2014-04-01,362250.06
S0013,2014-04-01,284130.67
S0014,2014-04-01,297436.3
S0015,2014-04-01,400034.72
S0016,2014-04-01,167685.54
S0017,2014-04-01,358364.75
S0018,2014-04-01,211088.46
S0019,2014-04-01,146246.04
S0020,2014-04-01,224053.96
S0021,2014-04-01,285425.98
S0022,2014-04-01,231974.58
S0023,2014-04-01,159800.24
S0024,2014-04-01,239568.1
S0025,2014-04-01,282739.11
S0026,2014-04-01,203006.84
S0027,2014-04-01,322524.76
S0028,2014-04-01,172232.22
S0029,2014-04-01,257822.25
S0030,2014-04-01,214447.34
S0031,2014-04-01,210983.1
S0032,2014-04-01,212591.71
S0033,2014-04-01,343753.68
S0034,2014-04-01,282511.63
S0035,2014-04-01,128747.07
S0036,2014-04-01,147143.47
S0037,2014-04-01,332533.48
S0038,2014-04-01,175408.66
S0039,2014-04-01,160649.25
S0040,2014-04-01,358173.5
S0041,2014-04-01,208833.65
S0042,2014-04-01,324298.28
S0043,2014-04-01,268114.35
S0044,2014-04-01,296555.42
S0045,2014-04-01,336818.09
S0046,2014-04-01,397379.15
S0047,2014-04-01,411584.95
S0048,2014-04-01,300617.45
S0049,2014-04-01,203385.44
S0050,2014-04-01,589343.81
S0051,2014-04-01,345319.95
S0052,2014-04-01,576181.51
S0053,2014-04-01,214236.36
S0054,2014-04-01,356839.04
S0055,2014-04-01,394367.97
S0056,2014-04-01,215925.35
S0057,2014-04-01,288786.41
S0058,2014-04-01,250336.8
S0059,2014-04-01,287285.85
S0060,2014-04-01,246112.26
S0061,2014-04-01,347413.5
S0062,2014-04-01,242046.65
S0063,2014-04-01,216691.82
S0064,2014-04-01,235263.63
S0065,2014-04-01,335885.05
S0066,2014-04-01,240138.2
S0067,2014-04-01,260017.61
S0068,2014-04-01,382998.78
S0069,2014-04-01,217002.59
S0070,2014-04-01,350536.27
S0071,2014-04-01,225873.85
S0072,2014-04-01,295724.8
S0073,2014-04-01,366251.49
S0074,2014-04-01,150754.35
S0075,2014-04-01,256325.41
S0076,2014-04-01,230563.94
S0077,2014-04-01,293917.1
S0078,2014-04-01,174530.73
S0079,2014-04-01,176844.5
S0080,2014-04-01,81094.54
S0082,2014-04-01,284542.09
S0083,2014-04-01,200213.37
S0084,2014-04-01,199626.28
S0085,2014-04-01,212717.11
S0001,2014-05-01,217438.55
S0002,2014-05-01,160416.88
S0003,2014-05-01,339340.63
S0004,2014-05-01,366471.69
S0005,2014-05-01,394813.53
S0006,2014-05-01,341516.72
S0007,2014-05-01,309762.29
S0008,2014-05-01,350617.37
S0009,2014-05-01,456609.46
S0010,2014-05-01,240409.95
S0011,2014-05-01,212120.64
S0012,2014-05-01,408453.36
S0013,2014-05-01,337918.82
S0014,2014-05-01,343168.27
S0015,2014-05-01,432519.07
S0016,2014-05-01,195149.08
S0017,2014-05-01,394692.85
S0018,2014-05-01,238983.57
S0019,2014-05-01,173971.17
S0020,2014-05-01,254832.78
S0021,2014-05-01,319408.12
S0022,2014-05-01,276975.02
S0023,2014-05-01,175820.22
S0024,2014-05-01,276774.06
S0025,2014-05-01,322971.15
S0026,2014-05-01,228079.12
S0027,2014-05-01,347014.87
S0028,2014-05-01,195824.53
S0029,2014-05-01,299062.06
S0030,2014-05-01,276145.26
S0031,2014-05-01,241395.99
S0032,2014-05-01,243060.93
S0033,2014-05-01,380746.51
S0034,2014-05-01,326744.91
S0035,2014-05-01,151505.16
S0036,2014-05-01,176913.73
S0037,2014-05-01,374268.75
S0038,2014-05-01,194982.92
S0039,2014-05-01,313774.53
S0040,2014-05-01,406042.46
S0041,2014-05-01,245433
S0042,2014-05-01,364046.51
S0043,2014-05-01,298042.12
S0044,2014-05-01,321272.45
S0045,2014-05-01,349759.44
S0046,2014-05-01,456512.51
S0047,2014-05-01,467595.7
S0048,2014-05-01,342703.83
S0049,2014-05-01,223746.97
S0050,2014-05-01,640013.48
S0051,2014-05-01,398303.72
S0052,2014-05-01,626274.58
S0053,2014-05-01,249212.69
S0054,2014-05-01,393841.77
S0055,2014-05-01,458360.34
S0056,2014-05-01,244793.37
S0057,2014-05-01,321235.83
S0058,2014-05-01,287448.59
S0059,2014-05-01,342164.18
S0060,2014-05-01,281012.08
S0061,2014-05-01,411672.43
S0062,2014-05-01,283972.87
S0063,2014-05-01,270425.48
S0064,2014-05-01,270774.86
S0065,2014-05-01,409467.3
S0066,2014-05-01,273144.87
S0067,2014-05-01,297718.84
S0068,2014-05-01,432279.35
S0069,2014-05-01,259729.1
S0070,2014-05-01,401019.24
S0071,2014-05-01,264812.92
S0072,2014-05-01,349257.82
S0073,2014-05-01,422090.29
S0074,2014-05-01,174575.52
S0075,2014-05-01,293041.88
S0076,2014-05-01,249798.37
S0077,2014-05-01,334686.77
S0078,2014-05-01,215773.77
S0079,2014-05-01,212012.28
S0080,2014-05-01,97868.71
S0082,2014-05-01,322138.27
S0083,2014-05-01,214081.96
S0084,2014-05-01,224490.76
S0085,2014-05-01,249722.95
S0001,2014-06-01,208491.59
S0002,2014-06-01,156955.14
S0003,2014-06-01,312395.03
S0004,2014-06-01,331698.25
S0005,2014-06-01,365023.73
S0006,2014-06-01,317730.87
S0007,2014-06-01,299164.55
S0008,2014-06-01,326595.95
S0009,2014-06-01,425035.63
S0010,2014-06-01,239889.97
S0011,2014-06-01,194594.13
S0012,2014-06-01,395359.83
S0013,2014-06-01,324281.77
S0014,2014-06-01,324060.35
S0015,2014-06-01,423905.68
S0016,2014-06-01,191896.9
S0017,2014-06-01,403672.43
S0018,2014-06-01,232867.37
S0019,2014-06-01,163953.73
S0020,2014-06-01,249678.88
S0021,2014-06-01,310823.01
S0022,2014-06-01,262763.41
S0023,2014-06-01,173651.25
S0024,2014-06-01,271208.16
S0025,2014-06-01,302894.25
S0026,2014-06-01,224902.04
S0027,2014-06-01,348597.44
S0028,2014-06-01,195845.23
S0029,2014-06-01,264374.47
S0030,2014-06-01,234470.81
S0031,2014-06-01,227985.24
S0032,2014-06-01,231663.32
S0033,2014-06-01,384815.13
S0034,2014-06-01,334885.94
S0035,2014-06-01,148345.43
S0036,2014-06-01,159315.16
S0037,2014-06-01,362546.25
S0038,2014-06-01,182519.19
S0039,2014-06-01,256947.24
S0040,2014-06-01,373650.69
S0041,2014-06-01,226993.24
S0042,2014-06-01,346507.99
S0043,2014-06-01,295987.84
S0044,2014-06-01,314779.68
S0045,2014-06-01,343728.65
S0046,2014-06-01,414613.54
S0047,2014-06-01,456213.93
S0048,2014-06-01,336977.27
S0049,2014-06-01,224430.65
S0050,2014-06-01,622213.84
S0051,2014-06-01,391657.69
S0052,2014-06-01,628933.84
S0053,2014-06-01,222730.23
S0054,2014-06-01,365920.51
S0055,2014-06-01,435877.27
S0056,2014-06-01,242485.14
S0057,2014-06-01,304673.06
S0058,2014-06-01,275904.03
S0059,2014-06-01,297815.95
S0060,2014-06-01,259923.27
S0061,2014-06-01,386151.17
S0062,2014-06-01,264274.3
S0063,2014-06-01,284741.15
S0064,2014-06-01,251635.16
S0065,2014-06-01,369747.75
S0066,2014-06-01,270557.02
S0067,2014-06-01,289273.59
S0068,2014-06-01,438407.93
S0069,2014-06-01,247258.35
S0070,2014-06-01,379685.8
S0071,2014-06-01,246340.69
S0072,2014-06-01,313404.11
S0073,2014-06-01,415475.49
S0074,2014-06-01,165530.02
S0075,2014-06-01,270929.7
S0076,2014-06-01,248057.27
S0077,2014-06-01,336127.09
S0078,2014-06-01,200176.21
S0079,2014-06-01,191746.48
S0080,2014-06-01,91680.73
S0081,2014-06-01,0
S0082,2014-06-01,319691.2
S0083,2014-06-01,204091.66
S0084,2014-06-01,223383.6
S0085,2014-06-01,225988.9
S0001,2014-07-01,208292.65
S0002,2014-07-01,155908.51
S0003,2014-07-01,302903.33
S0004,2014-07-01,327153.21
S0005,2014-07-01,356731.28
S0006,2014-07-01,328573.45
S0007,2014-07-01,292728.03
S0008,2014-07-01,324225.87
S0009,2014-07-01,419468.84
S0010,2014-07-01,235664.92
S0011,2014-07-01,206404.41
S0012,2014-07-01,381757.71
S0013,2014-07-01,319098.83
S0014,2014-07-01,306772.13
S0015,2014-07-01,406622.42
S0016,2014-07-01,188828.3
S0017,2014-07-01,371523.68
S0018,2014-07-01,227063.76
S0019,2014-07-01,156983.17
S0020,2014-07-01,252752.04
S0021,2014-07-01,305611.01
S0022,2014-07-01,256045
S0023,2014-07-01,169345.84
S0024,2014-07-01,258839.16
S0025,2014-07-01,297477.59
S0026,2014-07-01,221405.65
S0027,2014-07-01,327020.68
S0028,2014-07-01,194093.15
S0029,2014-07-01,276482.38
S0030,2014-07-01,238607.42
S0031,2014-07-01,231825.09
S0032,2014-07-01,223955.35
S0033,2014-07-01,364683.48
S0034,2014-07-01,323087.63
S0035,2014-07-01,140603.76
S0036,2014-07-01,161210.17
S0037,2014-07-01,350349.56
S0038,2014-07-01,184115.43
S0039,2014-07-01,223535.56
S0040,2014-07-01,366470.5
S0041,2014-07-01,220852.1
S0042,2014-07-01,352473.51
S0043,2014-07-01,281669.79
S0044,2014-07-01,327867.05
S0045,2014-07-01,332810.89
S0046,2014-07-01,401480.3
S0047,2014-07-01,442599.76
S0048,2014-07-01,328249.28
S0049,2014-07-01,213948
S0050,2014-07-01,596027.04
S0051,2014-07-01,379540.92
S0052,2014-07-01,584681.56
S0053,2014-07-01,217671.71
S0054,2014-07-01,358824.32
S0055,2014-07-01,411353.04
S0056,2014-07-01,250233.5
S0057,2014-07-01,298302.79
S0058,2014-07-01,272373.33
S0059,2014-07-01,301320.2
S0060,2014-07-01,255990.38
S0061,2014-07-01,385160.91
S0062,2014-07-01,255294.37
S0063,2014-07-01,338868.47
S0064,2014-07-01,243400.7
S0065,2014-07-01,363346.75
S0066,2014-07-01,265715.2
S0067,2014-07-01,269207.31
S0068,2014-07-01,417338.43
S0069,2014-07-01,239218.17
S0070,2014-07-01,362946.75
S0071,2014-07-01,241127.72
S0072,2014-07-01,327288.39
S0073,2014-07-01,412089.36
S0074,2014-07-01,166033.55
S0075,2014-07-01,266715.21
S0076,2014-07-01,247368.44
S0077,2014-07-01,317580.21
S0078,2014-07-01,195721.32
S0079,2014-07-01,196378.83
S0080,2014-07-01,80032.34
S0081,2014-07-01,0
S0082,2014-07-01,315768.6
S0083,2014-07-01,202637.24
S0084,2014-07-01,212893.86
S0085,2014-07-01,228495.04
S0001,2014-08-01,185866.72
S0002,2014-08-01,135247.51
S0003,2014-08-01,286636.43
S0004,2014-08-01,287704.65
S0005,2014-08-01,336361.66
S0006,2014-08-01,269377.55
S0007,2014-08-01,274093.68
S0008,2014-08-01,308445.38
S0009,2014-08-01,358466.89
S0010,2014-08-01,223846.93
S0011,2014-08-01,182498.84
S0012,2014-08-01,351067.96
S0013,2014-08-01,280685.02
S0014,2014-08-01,273859.05
S0015,2014-08-01,377244.03
S0016,2014-08-01,171839.31
S0017,2014-08-01,354936.94
S0018,2014-08-01,197352.05
S0019,2014-08-01,138103.83
S0020,2014-08-01,217038.1
S0021,2014-08-01,300943.23
S0022,2014-08-01,203391.69
S0023,2014-08-01,161360.18
S0024,2014-08-01,234130.88
S0025,2014-08-01,249699.43
S0026,2014-08-01,201679.52
S0027,2014-08-01,290877.99
S0028,2014-08-01,159825.71
S0029,2014-08-01,245338
S0030,2014-08-01,229193.98
S0031,2014-08-01,194333.68
S0032,2014-08-01,210824.52
S0033,2014-08-01,332996.12
S0034,2014-08-01,281321.14
S0035,2014-08-01,128865.3
S0036,2014-08-01,141418.91
S0037,2014-08-01,313972.9
S0038,2014-08-01,171321.98
S0039,2014-08-01,199095.52
S0040,2014-08-01,335041.2
S0041,2014-08-01,205140.83
S0042,2014-08-01,314216.88
S0043,2014-08-01,259733.73
S0044,2014-08-01,289696.15
S0045,2014-08-01,321809.92
S0046,2014-08-01,374641.38
S0047,2014-08-01,405145.67
S0048,2014-08-01,303670.89
S0049,2014-08-01,198098.99
S0050,2014-08-01,536956.18
S0051,2014-08-01,329117.16
S0052,2014-08-01,577898.29
S0053,2014-08-01,197331.68
S0054,2014-08-01,324914.11
S0055,2014-08-01,339061.64
S0056,2014-08-01,221091.67
S0057,2014-08-01,286774.16
S0058,2014-08-01,251367.08
S0059,2014-08-01,282879.16
S0060,2014-08-01,217158.89
S0061,2014-08-01,336161.18
S0062,2014-08-01,218935.89
S0063,2014-08-01,318190.5
S0064,2014-08-01,224636.14
S0065,2014-08-01,332675.85
S0066,2014-08-01,235202.28
S0067,2014-08-01,225043.34
S0068,2014-08-01,387711.23
S0069,2014-08-01,214616.09
S0070,2014-08-01,335128.45
S0071,2014-08-01,214413.35
S0072,2014-08-01,317337.34
S0073,2014-08-01,349231.89
S0074,2014-08-01,146585.67
S0075,2014-08-01,251434.48
S0076,2014-08-01,214351.8
S0077,2014-08-01,289367.25
S0078,2014-08-01,173893.44
S0079,2014-08-01,162505.96
S0080,2014-08-01,34856.45
S0082,2014-08-01,274984.07
S0083,2014-08-01,191034.95
S0084,2014-08-01,186406.65
S0085,2014-08-01,212275.74
S0001,2014-09-01,153864.55
S0002,2014-09-01,110463.6
S0003,2014-09-01,231304.09
S0004,2014-09-01,246887.56
S0005,2014-09-01,296595.59
S0006,2014-09-01,230455.5
S0007,2014-09-01,229933.09
S0008,2014-09-01,274347.73
S0009,2014-09-01,307129.89
S0010,2014-09-01,193584.92
S0011,2014-09-01,151730.6
S0012,2014-09-01,298508.15
S0013,2014-09-01,236106.68
S0014,2014-09-01,227042.5
S0015,2014-09-01,325072.1
S0016,2014-09-01,138731.56
S0017,2014-09-01,308301.9
S0018,2014-09-01,168854.2
S0019,2014-09-01,109477.2
S0020,2014-09-01,183413.46
S0021,2014-09-01,256735.4
S0022,2014-09-01,191517.12
S0023,2014-09-01,131883.2
S0024,2014-09-01,188330.8
S0025,2014-09-01,207311
S0026,2014-09-01,164346.65
S0027,2014-09-01,267873.55
S0028,2014-09-01,136764.05
S0029,2014-09-01,202465.07
S0030,2014-09-01,187276.32
S0031,2014-09-01,140102.36
S0032,2014-09-01,146483.29
S0033,2014-09-01,275035.49
S0034,2014-09-01,235051.36
S0035,2014-09-01,105702.63
S0036,2014-09-01,117075.74
S0037,2014-09-01,269226.53
S0038,2014-09-01,143022.9
S0039,2014-09-01,167981.92
S0040,2014-09-01,295046.1
S0041,2014-09-01,155670.22
S0042,2014-09-01,264818.77
S0043,2014-09-01,215525.49
S0044,2014-09-01,240522.49
S0045,2014-09-01,269859.72
S0046,2014-09-01,311002.18
S0047,2014-09-01,327274.06
S0048,2014-09-01,242724.15
S0049,2014-09-01,180978.62
S0050,2014-09-01,488526.64
S0051,2014-09-01,292998.87
S0052,2014-09-01,499357.87
S0053,2014-09-01,166387.82
S0054,2014-09-01,272544.2
S0055,2014-09-01,281827.1
S0056,2014-09-01,206523.88
S0057,2014-09-01,251729.48
S0058,2014-09-01,152840.01
S0059,2014-09-01,233093.98
S0060,2014-09-01,181992.17
S0061,2014-09-01,288246.28
S0062,2014-09-01,179445.76
S0063,2014-09-01,264996.52
S0064,2014-09-01,195194.09
S0065,2014-09-01,283891.82
S0066,2014-09-01,199420.59
S0067,2014-09-01,186191.37
S0068,2014-09-01,327078.88
S0069,2014-09-01,180944.4
S0070,2014-09-01,279600.74
S0071,2014-09-01,176271.55
S0072,2014-09-01,265130.99
S0073,2014-09-01,293051.59
S0074,2014-09-01,120474.67
S0075,2014-09-01,217376.34
S0076,2014-09-01,182629.23
S0077,2014-09-01,257061.52
S0078,2014-09-01,149542.36
S0079,2014-09-01,138100.55
S0082,2014-09-01,234964.63
S0083,2014-09-01,161108.36
S0084,2014-09-01,155934.61
S0085,2014-09-01,183372.66
S0001,2014-10-01,162062.69
S0002,2014-10-01,119548.06
S0003,2014-10-01,245604.67
S0004,2014-10-01,279882.41
S0005,2014-10-01,311624.76
S0006,2014-10-01,245377.25
S0007,2014-10-01,239030.21
S0008,2014-10-01,281557.64
S0009,2014-10-01,334505.06
S0010,2014-10-01,204626.63
S0011,2014-10-01,158107.04
S0012,2014-10-01,293551.51
S0013,2014-10-01,255142.84
S0014,2014-10-01,246346.22
S0015,2014-10-01,342263.99
S0016,2014-10-01,147098.87
S0017,2014-10-01,304191.15
S0018,2014-10-01,180602.92
S0019,2014-10-01,120204.94
S0020,2014-10-01,193665.3
S0021,2014-10-01,264526.21
S0022,2014-10-01,212737.87
S0023,2014-10-01,144603.61
S0024,2014-10-01,206931.88
S0025,2014-10-01,229500.93
S0026,2014-10-01,180421.57
S0027,2014-10-01,273145.34
S0028,2014-10-01,158798.51
S0029,2014-10-01,206221.88
S0030,2014-10-01,207583.11
S0031,2014-10-01,159023.23
S0032,2014-10-01,165302.13
S0033,2014-10-01,292832.94
S0034,2014-10-01,250322.74
S0035,2014-10-01,114608.69
S0036,2014-10-01,129552.85
S0037,2014-10-01,286825.43
S0038,2014-10-01,151639.56
S0039,2014-10-01,180247.58
S0040,2014-10-01,294418.64
S0041,2014-10-01,173613.3
S0042,2014-10-01,250300.33
S0043,2014-10-01,239854.44
S0044,2014-10-01,263665.27
S0045,2014-10-01,270511.02
S0046,2014-10-01,343900.73
S0047,2014-10-01,344096.67
S0048,2014-10-01,255764.1
S0049,2014-10-01,172314.49
S0050,2014-10-01,519335.55
S0051,2014-10-01,310562.49
S0052,2014-10-01,500172.98
S0053,2014-10-01,174885.26
S0054,2014-10-01,288949.06
S0055,2014-10-01,315270.6
S0056,2014-10-01,210233.71
S0057,2014-10-01,246121.09
